id,kind,category,name,harnesses,in_ours,fable_useful,fable_reason,fable_tag,gpt_useful,gpt_reason,gpt_tag,consensus,agree,description
command:examplecommand,command,commands,example-command,claude-plugins-official,,no,Demo/example command showing frontmatter; no real capability.,niche,no,"Example legacy command is instructional, not useful operating capability.",niche,drop,yes,An example slash command that demonstrates command frontmatter options (legacy format)
command:flutterbuild,command,commands,flutter-build,everything-claude-code,,no,Dart/Flutter build fixing; Flutter ecosystem out of scope.,other-language,no,Flutter and Dart build workflow is outside Python-centric scope.,other-language,drop,yes,"Fix Dart analyzer errors and Flutter build failures incrementally. Invokes the dart-build-resolver agent for minimal, surgical fixes."
command:flutterreview,command,commands,flutter-review,everything-claude-code,,no,Flutter/Dart-specific code review; outside Python ecosystem.,other-language,no,"Specific to Flutter/Dart, outside a Python-centric harness.",other-language,drop,yes,"Review Flutter/Dart code for idiomatic patterns, widget best practices, state management, performance, accessibility, and security. Invokes the flutter-reviewer agent."
command:fluttertest,command,commands,flutter-test,everything-claude-code,,no,Flutter/Dart test runner; outside Python ecosystem.,other-language,no,"Specific to Flutter/Dart testing, outside a Python-centric harness.",other-language,drop,yes,"Run Flutter/Dart tests, report failures, and incrementally fix test issues. Covers unit, widget, golden, and integration tests."
command:gobuild,command,commands,go-build,everything-claude-code,,no,"Go build/vet fixer; Go-specific, outside Python scope.",other-language,no,Specific to Go build tooling and linters.,other-language,drop,yes,"Fix Go build errors, go vet warnings, and linter issues incrementally. Invokes the go-build-resolver agent for minimal, surgical fixes."
command:goreview,command,commands,go-review,everything-claude-code,,no,Go-specific code review; outside Python scope.,other-language,no,"Specific to Go idioms, concurrency, and error handling.",other-language,drop,yes,"Comprehensive Go code review for idiomatic patterns, concurrency safety, error handling, and security. Invokes the go-reviewer agent."
command:gotest,command,commands,go-test,everything-claude-code,,no,Go TDD workflow with go test; Go-specific.,other-language,no,"Specific to Go TDD, coverage, and go test tooling.",other-language,drop,yes,"Enforce TDD workflow for Go. Write table-driven tests first, then implement. Verify 80%+ coverage with go test -cover."
command:gradlebuild,command,commands,gradle-build,everything-claude-code,,no,"Gradle/Android/Kotlin build fixing; JVM ecosystem, not Python.",other-language,no,Specific to Android/Kotlin/Java Gradle ecosystems.,other-language,drop,yes,Fix Gradle build errors for Android and KMP projects
command:kotlinbuild,command,commands,kotlin-build,everything-claude-code,,no,Kotlin/Gradle specific; outside Python-centric scope.,other-language,no,Specific to Kotlin and Gradle build remediation.,other-language,drop,yes,"Fix Kotlin/Gradle build errors, compiler warnings, and dependency issues incrementally. Invokes the kotlin-build-resolver agent for minimal, surgical fixes."
command:kotlinreview,command,commands,kotlin-review,everything-claude-code,,no,Kotlin-specific code review; not applicable to Python workflow.,other-language,no,"Specific to Kotlin idioms, coroutines, and null safety.",other-language,drop,yes,"Comprehensive Kotlin code review for idiomatic patterns, null safety, coroutine safety, and security. Invokes the kotlin-reviewer agent."
command:kotlintest,command,commands,kotlin-test,everything-claude-code,,no,Kotlin TDD with Kotest/Kover; language-specific.,other-language,no,Specific to Kotlin testing tools Kotest and Kover.,other-language,drop,yes,"Enforce TDD workflow for Kotlin. Write Kotest tests first, then implement. Verify 80%+ coverage with Kover."
command:makersetup,command,commands,maker-setup,claude-plugins-official,,no,Cardputer hardware onboarding; irrelevant to a coding harness.,other,no,"Specific to Claude Makers Cardputer hardware onboarding, not Python workflow.",niche,drop,yes,"Onboard a Code-with-Claude Makers Cardputer — fetch the build-with-claude repo, flash firmware, and install the Claude Buddy apps."
command:multifrontend,command,commands,multi-frontend,everything-claude-code,,no,"Frontend-focused command, implies JS/React framework work outside Python scope",other-language,no,"Frontend-specific capability likely targets JavaScript framework ecosystems, not Python-centric work.",other-language,drop,yes,
command:pm2,command,commands,pm2,everything-claude-code,,no,"pm2 is a Node.js process manager, JavaScript ecosystem specific",other-language,no,"PM2 is Node.js process tooling, outside this Python-centric scope.",other-language,drop,yes,
command:rustbuild,command,commands,rust-build,everything-claude-code,,no,Rust-specific build and borrow-checker fixing; outside Python scope.,other-language,no,"Specific to Rust build errors, borrow checker, and cargo dependencies.",other-language,drop,yes,"Fix Rust build errors, borrow checker issues, and dependency problems incrementally. Invokes the rust-build-resolver agent for minimal, surgical fixes."
command:rustreview,command,commands,rust-review,everything-claude-code,,no,"Rust-specific review of ownership, lifetimes, unsafe; outside Python scope.",other-language,no,"Specific to Rust ownership, lifetimes, unsafe usage, and idioms.",other-language,drop,yes,"Comprehensive Rust code review for ownership, lifetimes, error handling, unsafe usage, and idiomatic patterns. Invokes the rust-reviewer agent."
command:rusttest,command,commands,rust-test,everything-claude-code,,no,"Rust TDD with cargo-llvm-cov; language-specific, outside Python scope.",other-language,no,Specific to Rust TDD and cargo-llvm-cov coverage tooling.,other-language,drop,yes,"Enforce TDD workflow for Rust. Write tests first, then implement. Verify 80%+ coverage with cargo-llvm-cov."
command:setuppm,command,commands,setup-pm,everything-claude-code,,no,"Configures npm/pnpm/yarn/bun — JavaScript/Node package managers, irrelevant to Python.",other-language,no,"Specific to JavaScript package managers npm, pnpm, yarn, and bun.",other-language,drop,yes,Configure your preferred package manager (npm/pnpm/yarn/bun)
command:timecommand,command,commands,time-command,claude-code-best-practice,,no,"Displays Pakistan time — demo/toy command, no development value.",niche,no,Fixed Pakistan time display is not useful for coding harness capability.,niche,drop,yes,"Display the current time in Pakistan Standard Time (PKT, UTC+5)"
command:timeorchestrator,command,commands,time-orchestrator,claude-code-best-practice,,no,"Undescribed time-demo orchestrator; tutorial toy, no real workflow value.",niche,no,Unclear time orchestration with no coding workflow value described.,niche,drop,yes,
command:weatherorchestrator,command,commands,weather-orchestrator,claude-code-best-practice,,no,"Dubai weather SVG card — tutorial demo, no coding-workflow value.",niche,no,Dubai weather SVG generation is irrelevant to Python coding harness work.,niche,drop,yes,Fetch weather data for Dubai and create an SVG weather card
hook:adapterjs,hook,hooks,adapter.js,everything-claude-code,,no,JavaScript/Node hook implementation; outside Python-centric scope.,other-language,no,JavaScript adapter infrastructure with no generic capability described.,other-language,drop,yes,
hook:checkconsolelogjs,hook,hooks,check-console-log.js,everything-claude-code,,no,"Detects console.log statements, a JavaScript/Node-specific lint concern.",other-language,no,"Targets JavaScript console.log hygiene, outside Python-centric workflow.",other-language,drop,yes,
hook:posteditconsolewarnjs,hook,hooks,post-edit-console-warn.js,everything-claude-code,,no,Warns about console.log in JS/TS files; JavaScript-specific.,other-language,no,"Targets JavaScript console warnings, not Python-centric quality checks.",other-language,drop,yes,
hook:stopformattypecheckjs,hook,hooks,stop-format-typecheck.js,everything-claude-code,,no,"Format/typecheck-on-stop targets JS toolchain (prettier/tsc), not Python.",other-language,no,"Likely JavaScript format/typecheck workflow, not Python-centric.",other-language,drop,yes,
mcp:discord,mcp,,discord,claude-plugins-official,,no,Discord chat integration; irrelevant to a Python coding workflow.,niche,no,Chat integration is peripheral to Python coding workflows; Bun runtime adds little value.,niche,drop,yes,bun
mcp:fakechat,mcp,,fakechat,claude-plugins-official,,no,Fake chat demo/test server; no value for real coding work.,niche,no,Fake chat integration is not materially useful for coding harness work.,niche,drop,yes,bun
mcp:imessage,mcp,,imessage,claude-plugins-official,,no,"macOS iMessage integration; personal messaging, unrelated to coding.",niche,no,Personal messaging integration is irrelevant to a Python coding harness.,niche,drop,yes,bun
mcp:telegram,mcp,,telegram,claude-plugins-official,,no,Telegram messaging integration; irrelevant to coding harness.,niche,no,Messaging integration is peripheral and not valuable for agentic Python coding.,niche,drop,yes,bun
plugin:fakechat,plugin,fakechat,fakechat,claude-plugins-official,,no,Fake chat screenshot generator; novelty with no coding-workflow value.,other,no,Fake chat is unrelated to Python-centric development work.,niche,drop,yes,
plugin:frontenddesign,plugin,frontend-design,frontend-design,claude-plugins-official,,no,"Frontend UI design targets React/JS component work, out of scope.",other-language,no,"Frontend design targets JavaScript framework ecosystems, outside this Python-centric scope.",other-language,drop,yes,
plugin:imessage,plugin,imessage,imessage,claude-plugins-official,,no,macOS iMessage integration; irrelevant to coding and this Linux/WSL environment.,other,no,Personal messaging integration is irrelevant to coding harness capability.,niche,drop,yes,
plugin:laravelboost,plugin,laravel-boost,laravel-boost,claude-plugins-official,,no,Laravel is PHP-specific; out of scope for Python developer.,other-language,no,"Laravel Boost is PHP/Laravel-specific, outside Python-centric scope.",other-language,drop,yes,
plugin:matholympiad,plugin,math-olympiad,math-olympiad,claude-plugins-official,,no,Math olympiad problem solving; irrelevant to agent-coding workflow.,niche,no,Math olympiad solving is unrelated to a Python-centric coding harness.,niche,drop,yes,
rule:3d,rule,rules,3d,everything-claude-code,,no,Remotion with Three.js/React Three Fiber; TypeScript/React ecosystem specific.,other-language,no,"Remotion, Three.js, and React Three Fiber are JavaScript/React-specific.",other-language,drop,yes,3D content in Remotion using Three.js and React Three Fiber.
rule:animations,rule,rules,animations,everything-claude-code,,no,Remotion animation skills; React/TypeScript video framework specific.,other-language,no,"Remotion animation rules are JavaScript/React video tooling, not Python-centric.",other-language,drop,yes,Fundamental animation skills for Remotion
rule:assets,rule,rules,assets,everything-claude-code,,no,Remotion asset importing; React/TypeScript ecosystem specific.,other-language,no,Remotion asset handling is tied to the JavaScript/React Remotion ecosystem.,other-language,drop,yes,"Importing images, videos, audio, and fonts into Remotion"
rule:audio,rule,rules,audio,everything-claude-code,,no,Remotion audio rules; Remotion is a React/TypeScript video framework,other-language,no,"Remotion audio is React/Node-specific, outside Python-centric harness needs.",other-language,drop,yes,"Using audio and sound in Remotion - importing, trimming, volume, speed, pitch"
rule:calculatemetadata,rule,rules,calculate-metadata,everything-claude-code,,no,Remotion composition metadata API; React/TypeScript ecosystem specific,other-language,no,Remotion composition metadata is React/Node ecosystem-specific.,other-language,drop,yes,"Dynamically set composition duration, dimensions, and props"
rule:candecode,rule,rules,can-decode,everything-claude-code,,no,Mediabunny browser video decoding; JavaScript/Remotion specific,other-language,no,Browser video decoding with Mediabunny is JavaScript/browser-specific.,other-language,drop,yes,Check if a video can be decoded by the browser using Mediabunny
rule:charts,rule,rules,charts,everything-claude-code,,no,"Chart animation patterns for Remotion, a React framework",other-language,no,Remotion chart animation patterns are React/Node-specific.,other-language,drop,yes,"Chart and data visualization patterns for Remotion. Use when creating bar charts, pie charts, histograms, progress bars, or any data-driven animations."
rule:compositions,rule,rules,compositions,everything-claude-code,,no,Remotion composition definitions; React/TypeScript video framework specific,other-language,no,Remotion compositions and props are React/Node-specific.,other-language,drop,yes,"Defining compositions, stills, folders, default props and dynamic metadata"
rule:cppcodingstyle,rule,cpp,cpp/coding-style,everything-claude-code,,no,C++ coding style; C++ ecosystem out of scope,other-language,no,C++ coding style is specific to a non-Python language.,other-language,drop,yes,
rule:cpphooks,rule,cpp,cpp/hooks,everything-claude-code,,no,C++-specific hooks; C++ ecosystem out of scope,other-language,no,C++ hooks are specific to a non-Python language workflow.,other-language,drop,yes,
rule:cpppatterns,rule,cpp,cpp/patterns,everything-claude-code,,no,C++-specific patterns rule; developer excludes C++ ecosystem,other-language,no,C++-specific patterns are outside a Python-centric harness.,other-language,drop,yes,
rule:cppsecurity,rule,cpp,cpp/security,everything-claude-code,,no,C++-specific security rule; out of scope for Python workflow,other-language,no,C++-specific security guidance is outside this developer's workflow.,other-language,drop,yes,
rule:cpptesting,rule,cpp,cpp/testing,everything-claude-code,,no,C++-specific testing rule; developer excludes C++,other-language,no,C++ testing rules are not useful for Python projects.,other-language,drop,yes,
rule:csharpcodingstyle,rule,csharp,csharp/coding-style,everything-claude-code,,no,C#-specific coding style; C#/.NET excluded,other-language,no,C# coding style is specific to the .NET ecosystem.,other-language,drop,yes,
rule:csharphooks,rule,csharp,csharp/hooks,everything-claude-code,,no,C#-specific hooks rule; C#/.NET excluded,other-language,no,C# hooks are specific to the .NET ecosystem.,other-language,drop,yes,
rule:csharppatterns,rule,csharp,csharp/patterns,everything-claude-code,,no,C#-specific patterns rule; C#/.NET excluded,other-language,no,C# patterns are specific to the .NET ecosystem.,other-language,drop,yes,
rule:csharpsecurity,rule,csharp,csharp/security,everything-claude-code,,no,C#-specific security rule; C#/.NET excluded,other-language,no,C# security rules are specific to the .NET ecosystem.,other-language,drop,yes,
rule:csharptesting,rule,csharp,csharp/testing,everything-claude-code,,no,C#-specific testing rule; C#/.NET excluded,other-language,no,C# testing rules are specific to the .NET ecosystem.,other-language,drop,yes,
rule:dartcodingstyle,rule,dart,dart/coding-style,everything-claude-code,,no,Dart/Flutter-specific coding style; not Python-adjacent,other-language,no,Dart coding style is outside Python-centric work.,other-language,drop,yes,
rule:darthooks,rule,dart,dart/hooks,everything-claude-code,,no,Dart-specific hooks rule; not Python-adjacent,other-language,no,Dart hooks are specific to Dart and Flutter-style workflows.,other-language,drop,yes,
rule:dartpatterns,rule,dart,dart/patterns,everything-claude-code,,no,Dart-specific patterns rule; not Python-adjacent,other-language,no,Dart patterns are outside Python-centric work.,other-language,drop,yes,
rule:dartsecurity,rule,dart,dart/security,everything-claude-code,,no,Dart-specific security rule; not Python-adjacent,other-language,no,Dart security guidance is language-specific and out of scope.,other-language,drop,yes,
rule:darttesting,rule,dart,dart/testing,everything-claude-code,,no,Dart-specific testing rule; not Python-adjacent,other-language,no,Dart testing rules are outside Python-centric work.,other-language,drop,yes,
rule:displaycaptions,rule,rules,display-captions,everything-claude-code,,no,Remotion (React video) caption rendering; JavaScript/React ecosystem,other-language,no,Remotion caption rendering is React/JavaScript video tooling specific.,other-language,drop,yes,Displaying captions in Remotion with TikTok-style pages and word highlighting
rule:extractframes,rule,rules,extract-frames,everything-claude-code,,no,Mediabunny (JS library) video frame extraction; Node ecosystem,other-language,no,Mediabunny frame extraction is JavaScript media tooling specific.,other-language,drop,yes,Extract frames from videos at specific timestamps using Mediabunny
rule:fonts,rule,rules,fonts,everything-claude-code,,no,Font loading in Remotion; React/JS video framework specific,other-language,no,Remotion font loading is React/JavaScript video tooling specific.,other-language,drop,yes,Loading Google Fonts and local fonts in Remotion
rule:getaudioduration,rule,rules,get-audio-duration,everything-claude-code,,no,Mediabunny (JS library) audio duration; Node ecosystem,other-language,no,Mediabunny audio-duration logic is JavaScript media tooling specific.,other-language,drop,yes,Getting the duration of an audio file in seconds with Mediabunny
rule:getvideodimensions,rule,rules,get-video-dimensions,everything-claude-code,,no,Mediabunny (JS library) video dimensions; Node ecosystem,other-language,no,Mediabunny video-dimension logic is JavaScript media tooling specific.,other-language,drop,yes,Getting the width and height of a video file with Mediabunny
rule:getvideoduration,rule,rules,get-video-duration,everything-claude-code,,no,Mediabunny (JS library) video duration; Node ecosystem,other-language,no,Mediabunny video-duration logic is JavaScript media tooling specific.,other-language,drop,yes,Getting the duration of a video file in seconds with Mediabunny
rule:gif,rule,rules,gif,everything-claude-code,,no,Remotion is a React/TypeScript video framework; irrelevant to Python work.,other-language,no,"Remotion media rendering is JavaScript/React-specific, not useful for Python-centric harness work.",other-language,drop,yes,"Displaying GIFs, APNG, AVIF and WebP in Remotion"
rule:golangcodingstyle,rule,rules,golang-coding-style,everything-claude-code,,no,Go-specific coding style; developer excludes Go ecosystem.,other-language,no,Go-specific coding style guidance is outside a Python-primary workflow.,other-language,drop,yes,Go coding style extending common rules
rule:golanghooks,rule,rules,golang-hooks,everything-claude-code,,no,Go-specific hooks; developer excludes Go ecosystem.,other-language,no,Go-specific hook guidance is outside a Python-primary workflow.,other-language,drop,yes,Go hooks extending common rules
rule:golangpatterns,rule,rules,golang-patterns,everything-claude-code,,no,Go-specific patterns; developer excludes Go ecosystem.,other-language,no,Go-specific pattern guidance is outside a Python-primary workflow.,other-language,drop,yes,Go patterns extending common rules
rule:golangsecurity,rule,rules,golang-security,everything-claude-code,,no,Go-specific security rules; developer excludes Go ecosystem.,other-language,no,Go-specific security guidance is outside a Python-primary workflow.,other-language,drop,yes,Go security extending common rules
rule:golangtesting,rule,rules,golang-testing,everything-claude-code,,no,Go-specific testing rules; developer excludes Go ecosystem.,other-language,no,Go-specific testing guidance is outside a Python-primary workflow.,other-language,drop,yes,Go testing extending common rules
rule:images,rule,rules,images,everything-claude-code,,no,"Remotion <Img> component usage; React/TypeScript framework, not Python-relevant.",other-language,no,"Remotion Img usage is JavaScript/React-specific, not relevant to Python-centric agent coding.",other-language,drop,yes,Embedding images in Remotion using the <Img> component
rule:importsrtcaptions,rule,rules,import-srt-captions,everything-claude-code,,no,"Remotion captions import; React/TypeScript framework, not Python-relevant.",other-language,no,Remotion captions package is JavaScript/React-specific despite generic subtitle files.,other-language,drop,yes,Importing .srt subtitle files into Remotion using @remotion/captions
rule:javacodingstyle,rule,java,java/coding-style,everything-claude-code,,no,Java-specific coding style; developer excludes Java ecosystem.,other-language,no,Java-specific coding style guidance is outside a Python-primary workflow.,other-language,drop,yes,
rule:javahooks,rule,java,java/hooks,everything-claude-code,,no,Java-specific hooks; developer excludes Java ecosystem.,other-language,no,Java-specific hook guidance is outside a Python-primary workflow.,other-language,drop,yes,
rule:javapatterns,rule,java,java/patterns,everything-claude-code,,no,Java-specific patterns; developer excludes Java ecosystem.,other-language,no,Java-specific pattern guidance is outside a Python-primary workflow.,other-language,drop,yes,
rule:javasecurity,rule,java,java/security,everything-claude-code,,no,Java-specific security rules; developer excludes Java ecosystem.,other-language,no,Java-specific security guidance is outside a Python-primary workflow.,other-language,drop,yes,
rule:javatesting,rule,java,java/testing,everything-claude-code,,no,Java-specific testing rules; developer excludes Java ecosystem.,other-language,no,Java-specific testing guidance is outside a Python-primary workflow.,other-language,drop,yes,
rule:kotlincodingstyle,rule,rules,kotlin-coding-style,everything-claude-code,,no,Kotlin-specific coding style; developer excludes Kotlin ecosystem.,other-language,no,Kotlin-specific coding style guidance is outside a Python-primary workflow.,other-language,drop,yes,Kotlin coding style extending common rules
rule:kotlinhooks,rule,rules,kotlin-hooks,everything-claude-code,,no,Kotlin-specific hooks; developer excludes Kotlin ecosystem.,other-language,no,Kotlin-specific hook guidance is outside a Python-primary workflow.,other-language,drop,yes,Kotlin hooks extending common rules
rule:kotlinpatterns,rule,rules,kotlin-patterns,everything-claude-code,,no,Kotlin-specific patterns; developer excludes Kotlin ecosystem.,other-language,no,Kotlin-specific pattern guidance is outside a Python-primary workflow.,other-language,drop,yes,Kotlin patterns extending common rules
rule:kotlinsecurity,rule,rules,kotlin-security,everything-claude-code,,no,Kotlin-specific security rules; developer excludes Kotlin ecosystem.,other-language,no,Kotlin-specific security guidance is outside a Python-primary workflow.,other-language,drop,yes,Kotlin security extending common rules
rule:kotlintesting,rule,rules,kotlin-testing,everything-claude-code,,no,Kotlin-specific testing rules; developer excludes Kotlin ecosystem.,other-language,no,Kotlin-specific testing guidance is outside a Python-primary workflow.,other-language,drop,yes,Kotlin testing extending common rules
rule:lottie,rule,rules,lottie,everything-claude-code,,no,"Lottie animations in Remotion; React/TypeScript framework, not Python-relevant.",other-language,no,"Remotion animation embedding is JavaScript/React-specific, not relevant to Python-centric workflow.",other-language,drop,yes,Embedding Lottie animations in Remotion.
rule:measuringdomnodes,rule,rules,measuring-dom-nodes,everything-claude-code,,no,"Remotion/DOM measurement is React/JavaScript-specific, outside Python scope.",other-language,no,Specific to Remotion and DOM measurement in JavaScript frontend workflows.,other-language,drop,yes,Measuring DOM element dimensions in Remotion
rule:node,rule,rules,node,everything-claude-code,,no,Node.js-specific rule; developer excludes the Node ecosystem.,other-language,no,"Node-specific guidance targets JavaScript ecosystem, not Python workflow.",other-language,drop,yes,
rule:perlcodingstyle,rule,perl,perl/coding-style,everything-claude-code,,no,Perl coding style is a non-Python language ecosystem rule.,other-language,no,Perl coding style is specific to another language ecosystem.,other-language,drop,yes,
rule:perlhooks,rule,perl,perl/hooks,everything-claude-code,,no,Perl-specific hooks are irrelevant to a Python-centric workflow.,other-language,no,Perl hook guidance is specific to another language ecosystem.,other-language,drop,yes,
rule:perlpatterns,rule,perl,perl/patterns,everything-claude-code,,no,Perl idioms and patterns do not apply to Python development.,other-language,no,Perl patterns are specific to another language ecosystem.,other-language,drop,yes,
rule:perlsecurity,rule,perl,perl/security,everything-claude-code,,no,Perl security guidance is language-specific and out of scope.,other-language,no,Perl security rules are language-specific and low relevance for Python.,other-language,drop,yes,
rule:perltesting,rule,perl,perl/testing,everything-claude-code,,no,Perl testing conventions are irrelevant to Python testing stack.,other-language,no,Perl testing guidance is specific to another language ecosystem.,other-language,drop,yes,
rule:phpcodingstyle,rule,rules,php-coding-style,everything-claude-code,,no,PHP coding style is a non-Python ecosystem rule.,other-language,no,PHP coding style targets a non-Python language ecosystem.,other-language,drop,yes,PHP coding style extending common rules
rule:phphooks,rule,rules,php-hooks,everything-claude-code,,no,PHP-specific hooks are out of scope for Python work.,other-language,no,PHP hooks target a non-Python language ecosystem.,other-language,drop,yes,PHP hooks extending common rules
rule:phppatterns,rule,rules,php-patterns,everything-claude-code,,no,PHP patterns are language-specific and irrelevant here.,other-language,no,PHP patterns target a non-Python language ecosystem.,other-language,drop,yes,PHP patterns extending common rules
rule:phpsecurity,rule,rules,php-security,everything-claude-code,,no,PHP security rules do not transfer to Python projects.,other-language,no,"PHP security guidance is specific to PHP, not Python.",other-language,drop,yes,PHP security extending common rules
rule:phptesting,rule,rules,php-testing,everything-claude-code,,no,PHP testing conventions are irrelevant to pytest-based Python workflow.,other-language,no,PHP testing guidance targets a non-Python language ecosystem.,other-language,drop,yes,PHP testing extending common rules
rule:rustcodingstyle,rule,rust,rust/coding-style,everything-claude-code,,no,Rust-specific coding style; Rust ecosystem out of scope.,other-language,no,Rust-specific coding style is outside a Python-centric harness.,other-language,drop,yes,
rule:rusthooks,rule,rust,rust/hooks,everything-claude-code,,no,Rust-specific hooks; Rust ecosystem out of scope.,other-language,no,Rust-specific hook guidance is outside a Python-centric harness.,other-language,drop,yes,
rule:rustpatterns,rule,rust,rust/patterns,everything-claude-code,,no,Rust-specific patterns; Rust ecosystem out of scope.,other-language,no,Rust-specific patterns are outside a Python-centric harness.,other-language,drop,yes,
rule:rustsecurity,rule,rust,rust/security,everything-claude-code,,no,Rust-specific security rules; Rust ecosystem out of scope.,other-language,no,Rust-specific security guidance is outside a Python-centric harness.,other-language,drop,yes,
rule:rusttesting,rule,rust,rust/testing,everything-claude-code,,no,Rust-specific testing rules; Rust ecosystem out of scope.,other-language,no,Rust-specific testing guidance is outside a Python-centric harness.,other-language,drop,yes,
rule:sequencing,rule,rules,sequencing,everything-claude-code,,no,Remotion (React video framework) sequencing; JavaScript/React ecosystem out of scope.,other-language,no,Remotion sequencing is specific to the JavaScript video ecosystem.,other-language,drop,yes,"Sequencing patterns for Remotion - delay, trim, limit duration of items"
rule:swiftcodingstyle,rule,rules,swift-coding-style,everything-claude-code,,no,Swift-specific coding style; Swift ecosystem out of scope.,other-language,no,Swift-specific coding style is outside a Python-centric harness.,other-language,drop,yes,Swift coding style extending common rules
rule:swifthooks,rule,rules,swift-hooks,everything-claude-code,,no,Swift-specific hooks; Swift ecosystem out of scope.,other-language,no,Swift-specific hook guidance is outside a Python-centric harness.,other-language,drop,yes,Swift hooks extending common rules
rule:swiftpatterns,rule,rules,swift-patterns,everything-claude-code,,no,Swift-specific patterns; Swift ecosystem out of scope.,other-language,no,Swift-specific patterns are outside a Python-centric harness.,other-language,drop,yes,Swift patterns extending common rules
rule:swiftsecurity,rule,rules,swift-security,everything-claude-code,,no,Swift-specific security rules; Swift ecosystem out of scope.,other-language,no,Swift-specific security guidance is outside a Python-centric harness.,other-language,drop,yes,Swift security extending common rules
rule:swifttesting,rule,rules,swift-testing,everything-claude-code,,no,Swift-specific testing rules; Swift ecosystem out of scope.,other-language,no,Swift-specific testing guidance is outside a Python-centric harness.,other-language,drop,yes,Swift testing extending common rules
rule:tailwind,rule,rules,tailwind,everything-claude-code,,no,TailwindCSS in Remotion; frontend React ecosystem out of scope.,other-language,no,TailwindCSS is frontend-specific and tied here to Remotion.,other-language,drop,yes,Using TailwindCSS in Remotion.
rule:textanimations,rule,rules,text-animations,everything-claude-code,,no,Remotion text animation patterns; React video framework out of scope.,other-language,no,Remotion text animation patterns are JavaScript video-framework specific.,other-language,drop,yes,Typography and text animation patterns for Remotion.
rule:timing,rule,rules,timing,everything-claude-code,,no,Remotion interpolation/easing curves; React video framework out of scope.,other-language,no,Remotion interpolation guidance is JavaScript video-framework specific.,other-language,drop,yes,"Interpolation curves in Remotion - linear, easing, spring animations"
rule:transcribecaptions,rule,rules,transcribe-captions,everything-claude-code,,no,Remotion caption transcription; React video framework out of scope.,other-language,no,"Caption transcription is framed specifically for Remotion, not generic Python tooling.",other-language,drop,yes,Transcribing audio to generate captions in Remotion
rule:transitions,rule,rules,transitions,everything-claude-code,,no,Remotion scene transitions; React video framework out of scope.,other-language,no,Remotion scene transitions are JavaScript video-framework specific.,other-language,drop,yes,Fullscreen scene transitions for Remotion.
rule:trimming,rule,rules,trimming,everything-claude-code,,no,Remotion animation trimming; React video framework out of scope.,other-language,no,Remotion trimming patterns are JavaScript video-framework specific.,other-language,drop,yes,Trimming patterns for Remotion - cut the beginning or end of animations
rule:typescriptcodingstyle,rule,rules,typescript-coding-style,everything-claude-code,,no,TypeScript coding style; TypeScript ecosystem out of scope.,other-language,no,TypeScript-specific coding style is outside a Python-centric harness.,other-language,drop,yes,TypeScript coding style extending common rules
rule:typescripthooks,rule,rules,typescript-hooks,everything-claude-code,,no,TypeScript-specific hooks rules; outside Python-centric scope.,other-language,no,TypeScript-specific hooks; outside Python-centric harness scope.,other-language,drop,yes,TypeScript hooks extending common rules
rule:typescriptpatterns,rule,rules,typescript-patterns,everything-claude-code,,no,TypeScript-specific coding patterns; not relevant to Python workflow.,other-language,no,TypeScript-specific patterns; outside Python-centric harness scope.,other-language,drop,yes,TypeScript patterns extending common rules
rule:typescriptsecurity,rule,rules,typescript-security,everything-claude-code,,no,TypeScript-specific security rules; developer excludes TypeScript ecosystem.,other-language,no,TypeScript-specific security guidance; outside Python-centric harness scope.,other-language,drop,yes,TypeScript security extending common rules
rule:typescripttesting,rule,rules,typescript-testing,everything-claude-code,,no,TypeScript-specific testing rules; not applicable to Python testing.,other-language,no,TypeScript-specific testing guidance; outside Python-centric harness scope.,other-language,drop,yes,TypeScript testing extending common rules
rule:videos,rule,rules,videos,everything-claude-code,,no,Remotion is a React/TypeScript video framework; outside scope.,other-language,no,Remotion video embedding is JavaScript ecosystem-specific and irrelevant to Python coding.,other-language,drop,yes,"Embedding videos in Remotion - trimming, volume, speed, looping, pitch"
rule:webhooks,rule,web,web/hooks,everything-claude-code,,no,Web/React hooks rules; JS/TS frontend ecosystem specific.,other-language,no,"Web hooks usually imply React/frontend hook patterns, outside Python scope.",other-language,drop,yes,
skill:access,skill,skills,access,claude-plugins-official,,no,iMessage channel pairing/allowlist management; irrelevant to a coding harness.,other,no,iMessage access management is irrelevant to agent coding harness work.,other,drop,yes,"Manage iMessage channel access — approve pairings, edit allowlists, set DM/group policy. Use when the user asks to pair, approve someone, check who's allowed, or change policy for the iMessage channel."
skill:andrewkanegemwriter,skill,skills,andrew-kane-gem-writer,compound-engineering-plugin,,no,Ruby gem authoring patterns; Ruby ecosystem specific.,other-language,no,"Specific to Ruby gem development, outside this Python-centric workflow.",other-language,drop,yes,"This skill should be used when writing Ruby gems following Andrew Kane's proven patterns and philosophy. It applies when creating new Ruby gems, refactoring existing gems, designing gem APIs, or when clean, minimal, production-ready Ruby library code is needed. Triggers on requests like ""create a gem"", ""write a Ruby library"", ""design a gem API"", or mentions of Andrew Kane's style."
skill:androidcleanarchitecture,skill,skills,android-clean-architecture,everything-claude-code,,no,Android/Kotlin architecture patterns; non-Python ecosystem.,other-language,no,"Specific to Android and Kotlin Multiplatform, outside this Python-centric workflow.",other-language,drop,yes,"Clean Architecture patterns for Android and Kotlin Multiplatform projects — module structure, dependency rules, UseCases, Repositories, and data layer patterns."
